month,pnl_block,pnl_line,opiu_direction,value,sign,source_type,source_file,source_row_or_field,status,notes
2026-04,Общепроизводственные,Аренда склада,Общее,5000.00,-,fixed_contract,research/processed/cashflow/fixed_costs_2026.csv,fixed_contract,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Общепроизводственные,Аренда торговой точки Гагарина,Общее,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Общепроизводственные,Аренда торговой точки Черникова,Общее,100000.00,-,fixed_contract,research/processed/cashflow/fixed_costs_2026.csv,fixed_contract,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Общепроизводственные,Вспомогательные товары(учет по факту оплаты),Общее,7967.21,-,iiko_incoming_invoice,research/processed/iiko/incoming_invoice/pnl_line_monthly.csv,total_sum,final,"iiko incomingInvoice, status=PROCESSED, whitelist include only."
2026-04,Общепроизводственные,Зарплата администраторов,Общее,199692.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,shift_admin_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-04,Общепроизводственные,Комиссия за эквайринг,Общее,1863.00,-,bank_sber,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Общепроизводственные,Комиссия за эквайринг,Общее,2427.83,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Общепроизводственные,Накопительный фонд,Общее,34806.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,savings_fund_accrual,requires_recalc,"Типовой срез накопительного фонда; не суммировать с role-cut без отдельной строки Свод C13. ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-04,Общепроизводственные,Налоги с ЗП,Общее,,-,tax_workmail_and_dds_payroll_taxes_cash_control,WorkMail askad02@mail.ru; Google Sheets ДДС статья Налоги с з/п; docs/business-control/pnl-build-methodology.md,"tax-agent source map required; payroll taxes excluding USN 6%, IP 1% insurance, and separate tax payable",source_not_loaded,"Старая трактовка 695 783,93 как 7% устарела. Фактическая выплата 659 783 = только УСН 6%, не Налоги с ЗП и не 1% страховые взносы. Нужна чистая сумма payroll taxes из WorkMail askad02 tax-agent map и/или ДДС статьи Налоги с з/п; статус source_not_loaded/pending_parse, не 0."
2026-04,Общепроизводственные,Оплата систем автоматизации,Общее,36270.00,-,superseded_cash_basis,research/processed/cashflow/fixed_costs_2026.csv,classified,requires_recalc,"Старый cash-basis агрегат сохранен как контроль, но не должен переноситься в ОПиУ. Пересчитать по accrual: iiko/Лемма по документам, Доксинбокс по договорному месячному accrual, Реви/Greevy = полугодовой платеж из ДДС/T-Bank / 6."
2026-04,Общепроизводственные,"Премии поваров, шеф-повара, администраторов",Общее,178243.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,bonus_accrual + percent_accrual,requires_recalc,"Типовой срез премий и процентов; не суммировать с role-cut без отдельной строки Свод C12. ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-04,Общепроизводственные,Расходы на питание персонала,Общее,0.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,confirmed_zero,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Общепроизводственные,Результаты инвентаризации упаковки (кроме коробок для пиццы),Общее,-39327.36,-,iiko_inventory,research/processed/iiko/inventory/pnl_line_monthly.csv,total_sum,final,iiko inventory signed total; document_count=1.
2026-04,Общепроизводственные,Результаты ревизии,Общее,-7806.94,-,iiko_inventory,research/processed/iiko/inventory/pnl_line_monthly.csv,total_sum,final,iiko inventory signed total; document_count=4.
2026-04,Общепроизводственные,Содержание торговых точек,Общее,29733.80,-,iiko_incoming_invoice,research/processed/iiko/incoming_invoice/pnl_line_monthly.csv,total_sum,partial,"iiko incomingInvoice, status=PROCESSED, whitelist include only. Это iiko-компонент расходников; строка смешанная, ДДС-компонент требует контроля."
2026-04,Общепроизводственные,Списание продукции и сырья,Общее,91552.95,-,iiko_writeoff,research/processed/iiko/ops/writeoff_documents_summary.csv,sum_candidate where status=PROCESSED,final,PROCESSED writeoff documents summed by cost; components: Расход продуктов=89779.32; Удаление блюд со списанием=1244.99; Оплата недорогих продуктов через фронт=528.64
2026-04,Общепроизводственные,Транспортные услуги,Общее,0.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,confirmed_zero,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Общепроизводственные,Траты на курьерскую службу,Общее,248401.00,-,iiko_couriers_pnl_preset,research/processed/economic_block/iiko_pnl_by_preset_rows.csv,Account.Name=Зарплата курьеров,final,Апрель исправлен по зафиксированной перепроверке dateTo exclusive: 248401 вместо старого 238043.
2026-04,Административные,Зарплата администрации,Общее,302000.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,central_admin_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-04,Административные,Коммунальные платежи Гагарина,Общее,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-04,Административные,Коммунальные платежи Черникова,Общее,,-,telegram_ocr_utilities,docs/business-control/pnl-build-methodology.md; docs/business-control/28-data-inventory-for-migration.md,landlord_utility_bills_telegram_ocr_storage,source_not_loaded,Источник подтвержден владельцем 2026-05-25: платежки арендодателя распознаются Telegram/OCR и кладутся в structured storage; суммы не загружены в текущий processed P&L. Не подставлять банк или 0.
2026-04,Административные,Поиск и найм персонала,Общее,2000.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,classified merchant,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Административные,Прочие банковские комиссии,Общее,20159.00,-,bank_sber,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Административные,Прочие банковские комиссии,Общее,4779.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Административные,РКО,Общее,0.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,confirmed_zero,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Административные,Расходы на персонал,Общее,,-,requires_owner_review,research/processed/cashflow/dds_by_article_2026.csv,bank payroll_payment aggregate excluded,requires_owner_review,"Агрегат банка похож на кассовые выплаты зарплаты; исключен из P&L, чтобы не задвоить ФОТ начислением. Нужна отдельная расшифровка non-payroll расходов на персонал."
2026-04,Административные,Телекоммуникации,Общее,3830.00,-,fixed_contract,docs/business-control/pnl-build-methodology.md,iHC 600 + Microel 3230,final,Фиксированные компоненты: iHC.ru 600 + Микроэл 3230 в месяц; Mango отражен отдельным компонентом строки.
2026-04,Административные,Телекоммуникации,Общее,10189.52,-,manual_form,docs/business-control/pnl-build-methodology.md,Mango Office manual_confirmed,closed_manual,Владелец 2026-05-25 подтвердил Mango Office за 2026-04; автоматизация ЛК остается backlog.
2026-04,Административные,Услуги ФД и НК,Общее,0.00,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,counterparty override,confirmed_zero,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-04,Коммерческие,SEO - оптимизация,Общее,,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,requires_edo_sbis_docsinbox,requires_owner_review,requires_edo: первичный источник СБИС/DocsInbox не подключен; банковские оплаты не используются как P&L accrual.
2026-04,Коммерческие,Комиссия агрегатору,Общее,,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,aggregator_manager_statement,requires_owner_review,Данные менеджеров агрегатора не выгружены локально; не подставлять банк или оценку.
2026-04,Коммерческие,Контекстная реклама,Общее,41984.77,-,mail_biz_panel,docs/business-control/pnl-build-methodology.md; research/processed/mail/april_2026_yandex_direct_spend.md; research/processed/mail/april_2026_counterparty_invoices.csv,variant_a_synapse_subscription_plus_actual_budget,final,Решение владельца 2026-05-22: вариант A. Контекстная реклама = абонентское обслуживание Синапса из счета за месяц услуги + фактический Бюджет кампаний Biz Panel. Для апреля 2026: 18000 из счета N 503711 + 23984.77 за 2026-04-01..2026-04-30; 18000 не является константой для будущих месяцев. Строка размещения из счета используется как сверка платежа/пополнения.
2026-04,Коммерческие,Листовки,Общее,0.00,-,bank_tbank,research/processed/cashflow/dds_by_article_2026.csv,pnl_line=Листовки,confirmed_zero,В локальном DDS aggregate нет строк по статье за месяц; это confirmed_zero только для банковского контура.
2026-04,Коммерческие,Наружная реклама,Общее,,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,requires_edo_sbis_docsinbox,requires_owner_review,requires_edo: первичный источник СБИС/DocsInbox не подключен; банковские оплаты не используются как P&L accrual.
2026-04,Коммерческие,Печатные материалы НЕ ИСПОЛЬЗУЕМ!,Общее,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,unused_line,not_applicable,Строка методологии помечена как неиспользуемая.
2026-04,Коммерческие,Прочие маркетинговые услуги,Общее,0.00,-,bank_tbank,research/processed/cashflow/dds_by_article_2026.csv,pnl_line=Прочие маркетинговые услуги,confirmed_zero,В локальном DDS aggregate нет строк по статье за месяц; это confirmed_zero только для банковского контура.
2026-04,Коммерческие,Сайт и приложение,Общее,,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,requires_edo_sbis_docsinbox,requires_owner_review,requires_edo: первичный источник СБИС/DocsInbox не подключен; банковские оплаты не используются как P&L accrual.
2026-04,Коммерческие,Таргетированная реклама,Общее,,-,workmail_target_ads,docs/business-control/pnl-build-methodology.md; WorkMail smmbux@yandex.ru,mailbox smmbux@yandex.ru; sender ИП Билинский А.Р.; subject Документы для ИП Шокина Кристина Юрьевна...; UPD attachments,source_not_loaded,"Источник подтвержден владельцем: WorkMail smmbux@yandex.ru, письмо от ИП Билинский А.Р. с УПД по обслуживанию/продвижению и рекламному бюджету. Это не owner question; нужен парсинг вложенных УПД. ДДС/T-Bank только cash-сверка."
2026-04,Доходы ниже EBITDA,Прочие доходы,Общее,9650.00,+,requires_owner_review,research/processed/economic_block/iiko_pnl_by_preset_rows.csv,Account.Type=OTHER_INCOME; Account.Name=Прочие доходы,requires_owner_review,"Есть в iiko P&L preset, но операционность/разовая природа не подтверждена владельцем; в чистой прибыли показано как below EBITDA partial."
2026-04,Доходы ниже EBITDA,Списание невостребованных депозитов,Общее,,+,gs_payroll,research/processed/economic_block/payroll_monthly.csv,no_unclaimed_deposit_writeoff_column,gs_payroll_pending,"В payroll_monthly есть deposit withheld/return, но нет отдельной строки списания невостребованных депозитов из Свод C17; не угадываем."
2026-04,Расходы ниже EBITDA,Амортизация,Общее,,-,requires_owner_review,docs/business-control/16-fixed-assets-and-balance.md,fixed_assets_register_not_confirmed,requires_owner_review,Актуальный реестр ОС не подтвержден; историческую амортизацию не переносим в P&L 2026.
2026-04,Расходы ниже EBITDA,Комиссия за овердрафт,Общее,3903.03,-,bank_tbank,research/processed/cashflow/dds_by_article_2026.csv,pnl_line=Комиссия за овердрафт; outflow_total,requires_owner_review,Использованы только банковские outflow по статье кредита/овердрафта; нужно отделить комиссию/процент от тела долга.
2026-04,Расходы ниже EBITDA,Налоги,Общее,278286.54,-,tax_accrual_model_7pct_iiko_revenue_not_cash,docs/business-control/pnl-build-methodology.md; research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,owner_correction_2026-05-25; accrual model revenue_without_discount * 7%; cash USN 6% and tax payable tracked separately,final,Accrual/model only: Налоги ниже EBITDA = 7% от iiko OLAP выручки без скидок (3975522.00). Это не cash-выплата. Owner correction: cash 659 783 = только УСН 6%; tax payable/1%/прочие обязательства берутся из WorkMail askad02 source map (research/processed/tax/tax_payables_2026.csv) и не дублируются как расход P&L.
2026-04,Расходы ниже EBITDA,Проценты по кредитам,Общее,,-,requires_owner_review,research/processed/cashflow/dds_by_article_2026.csv,loan_interest_not_split,requires_owner_review,Проценты не отделены от кредитных/овердрафтных движений.
2026-04,Расходы ниже EBITDA,Прочие расходы,Общее,,-,requires_owner_review,research/processed/economic_block/iiko_pnl_by_preset_rows.csv,OTHER_EXPENSES excluded,requires_owner_review,Прочие расходы iiko P&L не включены без расшифровки операционности.
2026-04,Расходы ниже EBITDA,Штрафы и пени,Общее,0.00,-,bank_tbank,research/processed/cashflow/dds_by_article_2026.csv,pnl_line=Штрафы и пени,confirmed_zero,В локальном DDS aggregate нет строк по статье за месяц; confirmed_zero только для банковского контура.
2026-05,Выручка,Возвраты клиентам (с минусом),Общее,619.98,-,bank_tbank,research/processed/cashflow/dds_by_article_2026.csv,pnl_line=Возвраты клиентам (с минусом); abs(net_total),partial,DDS aggregate by article; amount stored as absolute refund reducer. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Выручка без учета скидок Гагарина,Бар,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Выручка,Выручка без учета скидок Гагарина,ГЦ,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Выручка,Выручка без учета скидок Гагарина,Пицца,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Выручка,Выручка без учета скидок Гагарина,Роллы,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Выручка,Выручка без учета скидок Черникова,Бар,38129.00,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_without_discount,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Выручка без учета скидок Черникова,ГЦ,322554.00,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_without_discount,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Выручка без учета скидок Черникова,Пицца,823975.00,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_without_discount,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Выручка без учета скидок Черникова,Роллы,1527667.00,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_without_discount,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Выручка с учетом скидок Гагарина,Бар,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Выручка,Выручка с учетом скидок Гагарина,ГЦ,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Выручка,Выручка с учетом скидок Гагарина,Пицца,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Выручка,Выручка с учетом скидок Гагарина,Роллы,0.00,+,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Выручка,Выручка с учетом скидок Черникова,Бар,30567.77,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_with_discount,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Выручка с учетом скидок Черникова,ГЦ,278896.11,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_with_discount,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Выручка с учетом скидок Черникова,Пицца,693728.35,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_with_discount,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Выручка с учетом скидок Черникова,Роллы,1273816.67,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,revenue_with_discount,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Комиссия партнерам (с -),Общее,31157.00,-,iiko_partner_report,research/processed/pnl/partner_commissions_2026.csv,commission_value = partner_revenue_with_discount * 20%,partial,Канонический источник: iiko OLAP saved preset Отчет о партнерах; commission = сумма со скидкой * 20%. Processed не содержит имя/телефон клиента. MTD-2026-05-19.
2026-05,Выручка,Скидки (информационно),Бар,7561.23,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,partial,Информационная строка; не вычитается второй раз в waterfall. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Скидки (информационно),ГЦ,43657.89,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,partial,Информационная строка; не вычитается второй раз в waterfall. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Скидки (информационно),Пицца,130246.65,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,partial,Информационная строка; не вычитается второй раз в waterfall. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Выручка,Скидки (информационно),Роллы,253850.33,+,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,discount_amount,partial,Информационная строка; не вычитается второй раз в waterfall. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Переменные,Расход продуктов (фудкост) Гагарина,Бар,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Переменные,Расход продуктов (фудкост) Гагарина,ГЦ,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Переменные,Расход продуктов (фудкост) Гагарина,Пицца,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Переменные,Расход продуктов (фудкост) Гагарина,Роллы,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Переменные,Расход продуктов (фудкост) Черникова,Бар,15177.46,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Переменные,Расход продуктов (фудкост) Черникова,ГЦ,78325.21,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Переменные,Расход продуктов (фудкост) Черникова,Пицца,226225.56,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Переменные,Расход продуктов (фудкост) Черникова,Роллы,396388.09,-,iiko_revenue_by_direction,research/processed/iiko/revenue_by_direction/revenue_by_direction_monthly.csv,food_cost,partial,Saved preset B1; direction mapped from iiko CookingPlace. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Прямые постоянные,Зарплата поваров (оклады и удержания),Бар,0.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,bar_payroll_not_present,requires_recalc,"В payroll_monthly нет кухонной роли для направления Бар; строка закрыта как 0 для текущей модели. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-05,Прямые постоянные,Зарплата поваров (оклады и удержания),ГЦ,29955.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,shawarma_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-05,Прямые постоянные,Зарплата поваров (оклады и удержания),Пицца,68980.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,pizza_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-05,Прямые постоянные,Зарплата поваров (оклады и удержания),Роллы,110851.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,sushi_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-05,Прямые постоянные,Результаты инвентаризации коробки д/пиццы,Пицца,4190.19,-,iiko_inventory,research/processed/iiko/inventory/pnl_line_monthly.csv,total_sum,partial,iiko inventory signed total; document_count=1. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
2026-05,Общепроизводственные,Аренда склада,Общее,5000.00,-,fixed_contract,research/processed/cashflow/fixed_costs_2026.csv,fixed_contract,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-05,Общепроизводственные,Аренда торговой точки Гагарина,Общее,0.00,-,requires_owner_review,docs/business-control/pnl-build-methodology.md,historical_gagarina_closed_since_2024,not_applicable,Исторический контур: точка Гагарина не работает с 2024; в P&L 2026 не участвует.
2026-05,Общепроизводственные,Аренда торговой точки Черникова,Общее,100000.00,-,fixed_contract,research/processed/cashflow/fixed_costs_2026.csv,fixed_contract,final,Второй проход использует агрегат первого прохода без переноса приватной расшифровки.
2026-05,Общепроизводственные,Вспомогательные товары(учет по факту оплаты),Общее,5711.39,-,iiko_incoming_invoice,research/processed/iiko/incoming_invoice/pnl_line_monthly.csv,total_sum,partial,"iiko incomingInvoice, status=PROCESSED, whitelist include only. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11."
2026-05,Общепроизводственные,Зарплата администраторов,Общее,68314.00,-,gs_payroll_legacy_control,research/processed/economic_block/payroll_monthly.csv; Google Sheets Расчет зарплат NEW Свод!C7:C13 needed,shift_admin_accrual,requires_recalc,"ФОТ из payroll_monthly.csv; role-cut and type-cut overlap, so row values are source slices and D02 net total is used in waterfall without proportional allocation. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11. MVP P&L 2026-05-25 требует additive export по ролям из Расчет зарплат NEW, Свод!C7:C13 и соседних месячных колонок; текущие значения оставлены как legacy/control и не должны смешиваться с type-cut."
2026-05,Общепроизводственные,Комиссия за эквайринг,Общее,680.37,-,bank_tbank,research/processed/cashflow/fixed_costs_2026.csv,dds_by_article_2026,partial,Второй проход использует агрегат первого прохода без переноса приватной расшифровки. MTD-2026-05-19: месяц предварительный по iiko/банку; payroll span 2026-05-01..2026-05-11.
